"Nombre_fichero";"N_Pistas";"melody";"bass";"piano_rh";"piano_lh";"mixdown";;;;
"Telephone_Ca_cest_vraiment_toi.kar";10;;3;;;;;"OK";;
"Telephone_Je_cherche_une_petite_fille.kar";12;;4;;;;"Basse   2";"OK";;
"Telephone_New_York_avec_toi.kar";26;;6;;;;;"OK";;
"Telephone_Un_autre_monde.kar";16;;4;;;;"Basse   ";"OK";;
"Teri_Moise_Je_serai_la.kar";12;;2;;;;"Basse    2";"OK";;
"Terry_Jacks_Seasons_in_the_sun.kar";11;;4;;;;"Bass";"OK";;
"Thalia_Piel_morena_9.kar";9;;4;;;;"Bass";"OK";;
"The_Beatles_Lady_Madonna.kar";13;;3;;;;"Bass    ";"OK";;
"The_Beatles_She_loves_you.kar";11;;7;;;;"Fretless E.Bass";"OK";;
"The_Beatles_Yesterday.kar";7;;6;;;;"Bass";"OK";"Revisar";
"The_Calling_Wherever_You_Will_Go.kar";11;;10;;;;"Bass";"OK";;
"The_Clash_Should_I_Stay_Or_Should_I_Go.kar";10;;5;;;;"Bass";"OK";;
"Theway.kar";11;;4;;;;"Bass";"OK";;
"Thierry_Hazard_Le_Jerk.kar";12;;5;;;;"BASSE";"OK";;
"Tina_Turner_Best_The.kar";21;;3;;;;"Bass Gtr            ";"OK";;
"Tino_Rossi_Besame_mucho.kar";8;;4;;;;"bass    ";"OK";;
"Tino_Rossi_Marinella.kar";12;;4;;;;;"OK";;
"Tino_Rossi_Mediterranee.kar";16;;4;;;;"AcBasse2";"OK";;
"Tino_Rossi_O_sole_mio_VF.kar";13;;4;;;;"Bass    ";"OK";;
"Tino_Rossi_Tchi_tchi.kar";12;;3;;;;"Basse  2";"OK";;
"Tom_Jones_I_Who_Have_Nothing.kar";10;;;;;;"Sax                 ";"OK-M";;
"Tony_tun_tun_tu_me_provocas.kar";11;;2;;;;"Bass";"OK";;
"Tractor_Amarillo.kar";8;;6;;;;"bass    ";"OK";;
"Travis_Tritt_Heres_a_quarter_call_someone_who_cares.kar";12;;3;;;;"Bass    ";"OK";;
"U2_Stay_Faraway_so_Close.kar";9;;3;;;;"Bass";"OK";;
"U2_Stay_far_away_so_close_4.kar";9;;3;;;;"Bass";"OK";;
"U2_Where_The_Streets_Have_No_Name.kar";12;;8;;;;"Melodic Tom";"OK-M";;
"U2_Where_the_streets_have_no_name_1.kar";12;;8;;;;"Melodic Tom";"OK-M";;
"UB40_Baby_I_love_your_way_4.kar";17;;5;;;;"Bass";"OK";;
"UB40_Cant_Help_Falling_In_Love_With_You.kar";18;;3;;;;"Bass";"OK";;
"Ultravox_Vienna.kar";16;;3;;;;"Synth Bass";"OK";;
"Un_mondo_damore_Gianni_Morandi.kar";13;;3;;;;"PICKBASS";"OK";;
"Una_carezza_in_un_pugno_Adriano_Celentano.kar";12;;3;;;;"FretlsBs";"OK";;
"Una_lunga_storia_damore_Gino_Paoli.kar";14;;4;;;;"BASS";"OK";;
"Uno.kar.kar";9;;3;;;;"BAJO";"OK";;
"Van_Halen_Aint_Talkin_Bout_Love.kar";9;;7;;;;"Bass";"OK";;
"Van_Morrison_Domino.kar";17;;3;;;;"Bass";"OK";;
"Vanessa_Paradis_Be_my_Baby.kar";18;;11;;;;"** OK **";"OK";;
"Vanessa_Paradis_Joe_le_taxi.kar";15;;4;;;;"Basse  2";"OK";;
"Vanessa_Paradis_Marylin_et_John.kar";18;;7;;;;;"OK-M";;
"Varios_Perfidia_version_merengue.kar";11;;3;;;;"bajo    ";"OK";;
"Veneno_4.Isabel_Pantoja.kar";15;;4;;;;" Fretless Bs.*merged";"OK";;
"Vengaboys_We_Like_To_Party.kar";12;;"3 7";;;;"We Like To Party";"OK-M";;
"Veronique_Sanson_Chanson_sur_ma_drole_de_vie.kar";12;;5;;;;9;"OK";;
"Veronique_Sanson_Quelques_mots_damour.kar";8;;5;;;;"Basse";"OK";;
"Veronique_Sanson_Rien_que_de_leau.kar";16;;4;;;;"SynBass2";"OK";;
"Veronique_Sanson_Un_amour_qui_mirait_bien.kar";12;;3;;;;"Basse    2";"OK";;
"Veronique_Sanson_Vancouver.kar";13;;5;;;;;"OK";;
"Version_OLE_OLE_LA_CHICA_YE_YE.kar";16;;4;;;;"FingBass";"OK";;
"Victor_Manuel_Donde_caben_dos.kar";15;;5;;;;"Bass";"OK";;
"Village_People_Go_west.kar";11;;9;;;;"rhythm section";"OK-M";;
"Vince_Gill_Give_Me_Just_One_More_Last_Chance.kar";12;;4;;;;;"OK";;
"Vincent_Scotto_La_java_bleue.kar";10;;4;;;;"Basse  2";"OK";;
"Vonda_Shepard_Its_in_his_kiss_1.kar";10;;9;;;;"BASS    ";"OK";;
"Wazoo_La_manivelle.kar";15;;5;;;;"Basse";"OK";;
"Whigfield_Think_Of_You.kar";23;;5;;;;"SynthBass";"OK";;
"Whitney_Houston_I_Wanna_Dance_With_Somebody.kar";16;;7;;;;"Bass 1";"OK";;
"Whitney_Houston_I_Will_Always_Love_You.kar";16;;4;;;;"Fretless Bs.        ";"OK";;
"Whitney_Houston_So_emotinal_4.kar";11;;4;;;;"Bass";"OK";;
"Who_Baba_ORiley.kar";13;;8;;;;"Bass";"OK";;
"William_Sheller_Le_carnet_a_spirale.kar";13;;4;;;;"Basse  2";"OK";;
"William_Sheller_Rokn_roll_dollars.kar";13;;3;;;;"Basse    2";"OK";;
"Wonworld.kar";13;;6;;;;"Bass";"OK";;
"Yannick_Noah_Simon_papa_tara.kar";11;;2;;;;"BASSE";"OK";;
"Yuri_Este_amor_ya_no_se_toca.kar";16;;4;;;;"Bajo";"OK";;
"Yves_Duteil_La_langue_de_chez_nous.kar";6;;;4;5;;"Piano mgauche";"OK-M";;
"Yves_Duteil_Pour_les_enfants_du_monde_entier.kar";9;;1;;;;"Basse 2";"OK";;
"Yves_Montand_A_bicyclette.kar";9;;5;;;;"Basse   2";"OK";;
"Yves_Montand_Cest_si_bon.kar";12;;4;;;;"Bass    ";"OK";;
"Yves_Montand_Dans_les_plaines_du_Far.kar";7;;1;;;;"Basse2";"OK";;
"Yves_Montand_En_sortant_de_lecole.kar";6;;;;;;"CHANT";"OK-M";"Revisar";
"Yves_Montand_La_bicyclette.kar";9;;5;;;;"Basse   2";"OK";;
"Yves_Montand_Les_feuilles_mortes.kar";13;;5;;;;"Bass";"OK";;
"Yves_Simon_Diabolo_menthe.kar";12;;4;;;;"basse";"OK";;
"Yves_Simon_Le_joueur_daccordeon.kar";13;;4;;;;"basse";"OK";;
"ZZ_Top_Gimme_All_Your_Lovin.kar";11;;3;;;;"bass";"OK";;
"ZZ_Top_Gimme_all_your_lovin.kar";11;;3;;;;"bass";"OK";;
"Zachary_Richard_Travailler_cest_trop_dur.kar";13;;5;;;;"Basse    2";"OK";;
"Zapato_Veloz_EL_TRACTOR_AMARILLO.kar";8;;6;;;;"bass    ";"OK";;
"Zapato_Veloz_El_tractor_amarillo_6.kar";8;;6;;;;"bass    ";"OK";;
"Zapato_Veloz_Eltractoramarillo.kar";8;;6;;;;"bass    ";"OK";;
"Zarai_Rika_Alors_je_chante.kar";11;;2;;;;"Basse";"OK";;
"Zarai_Rika_Tante_Agathe.kar";8;;1;;;;"Basse2";"OK";;
"Zazie_Un_point_cest_toi.kar";18;;5;;;;"Basse";"OK";;
"amatoma.kar";14;;4;;;;"Bass";"OK";;
"andilove.kar";33;;17;;;;"bass                ";"OK";;
"bienveni.kar";12;;4;;;;"FINGBASS";"OK";;
"desatame.kar";19;;4;;;;"Bajo";"OK";;
"domenico_modugno_llora_el_telefono.kar";17;;5;;;;"Basse    2";"OK";;
"estmadr.kar";11;;5;;;;"Chiqui  Mariscal Bajo";"OK";;
"la_copa.kar";14;;4;;;;"Bass";"OK";;
"la_copa_de_lamor_Martin.kar";14;;4;;;;"Bass";"OK";;
"lying_awake.kar";11;;4;;;;;"OK";;
"mezquita.kar";18;;4;;;;"Bajo";"OK";;
"plaintive_song.kar";8;;4;;;;;"OK";;
"ritmomar.kar";11;;3;;;;"Bass";"OK";;
"sanferna.kar";15;;3;;;;"Bajo";"OK";;
"song_to_sing.kar";12;;4;;;;"bass";"OK";;
"talisman.kar";15;;3;;;;"Bajo";"OK";;
